Sample	lineage	conflict	ambiguity_score	scorpio_call	scorpio_support	scorpio_conflict	scorpio_notes	version	pangolin_version	scorpio_version	constellation_version	is_designated	qc_status	qc_notes	note
Consensus_V350082740_L01_95-95	BA.1.1	0.0		Omicron (BA.1-like)	0.8	0.05	scorpio call: Alt alleles 47; Ref alleles 3; Amb alleles 7; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1.1(1/1)
Consensus_V350082740_L01_96-96	BA.4.1	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L01_97-97	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.98	
Consensus_V350082740_L01_98-98	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L01_99-99	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L02_01-01	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(2/2)
Consensus_V350082740_L02_02-02	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.6(1/1)
Consensus_V350082740_L02_03-03	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.55	
Consensus_V350082740_L02_04-04	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: N.6(2/2)
Consensus_V350082740_L02_05-05	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.6(1/1)
Consensus_V350082740_L02_06-06	N.6	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.6(1/1)
Consensus_V350082740_L02_07-07	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(2/2)
Consensus_V350082740_L02_08-08	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L02_09-09	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(2/2)
Consensus_V350082740_L02_10-10	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(2/2)
Consensus_V350082740_L02_100-100	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L02_101-101	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L02_102-102	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	failed to map	
Consensus_V350082740_L02_103-103	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.99	
Consensus_V350082740_L02_104-104	Unassigned							PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	fail	Ambiguous_content:0.98	
Consensus_V350082740_L02_11-11	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.26(2/2)
Consensus_V350082740_L02_12-12	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(1/1)
Consensus_V350082740_L02_13-13	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(1/1)
Consensus_V350082740_L02_14-14	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L02_15-15	C.11	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.11(1/1)
Consensus_V350082740_L02_16-16	C.26	0.3333333333333333						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.26(2/3) C.33(1/3)
Consensus_V350082740_L02_17-17	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(2/2)
Consensus_V350082740_L02_18-18	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.26(1/1)
Consensus_V350082740_L02_19-19	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.26(2/2)
Consensus_V350082740_L02_20-20	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: N.4(1/1)
Consensus_V350082740_L02_21-21	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(10/10)
Consensus_V350082740_L02_22-22	C.26	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.26(1/1)
Consensus_V350082740_L02_23-23	B.1.1.33	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.33(1/1)
Consensus_V350082740_L02_24-24	N.4	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: N.4(1/1)
Consensus_V350082740_L02_25-25	P.1	0.5		Gamma (P.1-like)	0.5	0.06	scorpio call: Alt alleles 8; Ref alleles 1; Amb alleles 5; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: P.1(1/2) P.1.15(1/2)
Consensus_V350082740_L02_26-26	C.37	0.0		Lambda (C.37-like)	0.84	0.0	scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L02_27-27	B.1	0.5		Epsilon (B.1.427-like)	0.69	0.15	scorpio call: Alt alleles 9; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1(1/2) B.1.429(1/2); scorpio lineage B.1.427 conflicts with inference lineage B.1
Consensus_V350082740_L02_28-28	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(2/2)
Consensus_V350082740_L02_29-29	C.37	0.0		Lambda (C.37-like)	0.79	0.0	scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 3; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: C.37(4/4)
Consensus_V350082740_L02_30-30	P.1	0.5		Gamma (P.1-like)	0.56	0.06	scorpio call: Alt alleles 9; Ref alleles 1; Amb alleles 4; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: P.1(1/2) P.1.15(1/2)
Consensus_V350082740_L02_31-31	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L02_32-32	C.37	0.0		Lambda (C.37-like)	0.79	0.0	scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 3; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: C.37(4/4)
Consensus_V350082740_L02_33-33	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(2/2)
Consensus_V350082740_L02_34-34	C.37	0.0		Lambda (C.37-like)	0.84	0.0	scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(2/2)
Consensus_V350082740_L02_35-35	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L02_36-36	B.1.1.7	0.0		Alpha (B.1.1.7-like)	0.74	0.09	scorpio call: Alt alleles 17; Ref alleles 2; Amb alleles 3; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1.7(4/4)
Consensus_V350082740_L02_37-37	B.1.1.348	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.348(2/2)
Consensus_V350082740_L02_38-38	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L02_39-39	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L02_40-40	P.1	0.0		Gamma (P.1-like)	0.69	0.12	scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 2; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1(2/2)
Consensus_V350082740_L02_41-41	C.37	0.0		Lambda (C.37-like)	0.84	0.0	scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(3/3)
Consensus_V350082740_L02_42-42	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L02_43-43	P.1.15	0.0		Gamma (P.1-like)	0.62	0.12	scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 2; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1.15(1/1)
Consensus_V350082740_L02_44-44	P.1	0.2		Gamma (P.1-like)	0.56	0.06	scorpio call: Alt alleles 9; Ref alleles 1; Amb alleles 4; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: P.1(4/5) P.1.7(1/5)
Consensus_V350082740_L02_45-45	P.1	0.0		Gamma (P.1-like)	0.69	0.19	scorpio call: Alt alleles 11; Ref alleles 3; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1(2/2)
Consensus_V350082740_L02_46-46	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(2/2)
Consensus_V350082740_L02_47-47	C.37	0.0		Lambda (C.37-like)	0.89	0.0	scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(1/1)
Consensus_V350082740_L02_48-48	P.1	0.2		Gamma (P.1-like)	0.62	0.06	scorpio call: Alt alleles 10; Ref alleles 1; Amb alleles 3; Oth alleles 2	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: P.1(4/5) P.1.7(1/5)
Consensus_V350082740_L02_49-49	BA.2.9	0.0		Omicron (Unassigned)	0.79	0.06	scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 5; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.9(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_50-50	BA.2	0.0		Probable Omicron (Unassigned)	0.73	0.12	scorpio call: Alt alleles 24; Ref alleles 4; Amb alleles 4; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_51-51	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_52-52	BA.2.12.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.12.1(4/4); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_53-53	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(8/8)
Consensus_V350082740_L02_54-54	BA.2	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_55-55	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_56-56	BA.2	0.0		Probable Omicron (Unassigned)	0.82	0.12	scorpio call: Alt alleles 27; Ref alleles 4; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_57-57	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_58-58	BA.2	0.5		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/2) BA.2.9(1/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_59-59	BA.2	0.0		Probable Omicron (Unassigned)	0.76	0.12	scorpio call: Alt alleles 25; Ref alleles 4; Amb alleles 4; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_60-60	BA.2	0.0		Omicron (Unassigned)	0.88	0.06	scorpio call: Alt alleles 29; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_61-61	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(1/1)
Consensus_V350082740_L02_62-62	BA.2.12.1	0.0		Omicron (Unassigned)	0.88	0.06	scorpio call: Alt alleles 29; Ref alleles 2; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_63-63	BA.2	0.0		Omicron (Unassigned)	0.85	0.06	scorpio call: Alt alleles 28; Ref alleles 2; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_64-64	BA.1.1	0.3333333333333333		Omicron (BA.1-like)	0.78	0.05	scorpio call: Alt alleles 46; Ref alleles 3; Amb alleles 7; Oth alleles 3	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1(1/6) BA.1.1(4/6) BA.1.1.6(1/6)
Consensus_V350082740_L02_65-65	BA.1.1	0.3333333333333333		Omicron (BA.1-like)	0.75	0.07	scorpio call: Alt alleles 44; Ref alleles 4; Amb alleles 7; Oth alleles 4	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.05	Usher placements: BA.1.1(4/6) BA.1.1.6(1/6) BA.1.1.7(1/6)
Consensus_V350082740_L02_66-66	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_67-67	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L02_68-68	B.1.1	0.5						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1(3/6) B.1.1(3/6)
Consensus_V350082740_L02_69-69	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_70-70	BA.1.1	0.5		Omicron (Unassigned)	0.79	0.06	scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 4; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1.529(1/6) BA.1(1/6) BA.1.1(3/6) BA.1.1.6(1/6); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_71-71	C.37	0.0		Lambda (C.37-like)	0.84	0.05	scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: C.37(2/2)
Consensus_V350082740_L02_72-72	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_73-73	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: B.1.1(11/11)
Consensus_V350082740_L02_74-74	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(3/3)
Consensus_V350082740_L02_75-75	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L02_76-76	B.1.1	0.3333333333333333						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1(2/6) B.1.1(4/6)
Consensus_V350082740_L02_77-77	B.1.1	0.0						PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: B.1.1(6/6)
Consensus_V350082740_L02_78-78	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_79-79	BA.2	0.2		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(4/5) BA.2.23(1/5); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_80-80	BA.2.12.1	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_81-81	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_82-82	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_83-83	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(1/1)
Consensus_V350082740_L02_84-84	BA.2.3	0.5		Omicron (Unassigned)	0.85	0.06	scorpio call: Alt alleles 28; Ref alleles 2; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/2) BA.2.3(1/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_85-85	BA.4.1	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_86-86	BA.2.12.1	0.0		Omicron (Unassigned)	0.91	0.03	scorpio call: Alt alleles 30; Ref alleles 1; Amb alleles 2; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_87-87	BA.2	0.0		Probable Omicron (Unassigned)	0.85	0.09	scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 1; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.04	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_88-88	BA.2.12.1	0.0		Probable Omicron (Unassigned)	0.67	0.12	scorpio call: Alt alleles 22; Ref alleles 4; Amb alleles 7; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2.12.1(2/2); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_89-89	BA.2	0.0		Probable Omicron (Unassigned)	0.88	0.09	scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_90-90	C.37	0.0		Lambda (C.37-like)	0.89	0.05	scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: C.37(3/3)
Consensus_V350082740_L02_91-91	BA.1.1	0.25		Omicron (Unassigned)	0.79	0.06	scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 4; Oth alleles 1	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.03	Usher placements: BA.1(1/4) BA.1.1(3/4); scorpio found insufficient support to assign a specific lineage
Consensus_V350082740_L02_92-92	BA.2.3	0.0		Probable Omicron (Unassigned)	0.82	0.09	scorpio call: Alt alleles 27; Ref alleles 3; Amb alleles 3; Oth alleles 0	PUSHER-v1.14	4.1.2	0.3.17	v0.1.10	False	pass	Ambiguous_content:0.02	Usher placements: BA.2.3(2/2); scorpio found insufficient support to assign a specific lineage
