sample_id,sample,pangolin_lineage,nextclade_clade,vadr_p/f,fastqc_raw_reads_1,fastqc_raw_reads_2,fastp_reads_passed,depth_after_trimming,1X_coverage_after_trimming,num_pos_100X,insert_size_after_trimming,ivar_num_variants_identified,bcftools_variants_identified,bedtools_num_failed_amplicons,samtools_num_failed_amplicons,num_N,num_degenerage,num_non-ambiguous,num_total,cleaner_version,aligner_version,trimmer_version,ivar_version,vadr_model,vadr_alerts,nextclade_qc.overallScore,nextclade_qc.overallStatus,pangolin_conflict,pangolin_ambiguity_score,pangolin_scorpio_call,pangolin_scorpio_support,pangolin_scorpio_conflict,pangolin_scorpio_notes,pangolin_version,pangolin_pangolin_version,pangolin_scorpio_version,pangolin_constellation_version,pangolin_is_designated,pangolin_qc_status,pangolin_qc_notes,pangolin_note,freyja_summarized,freyja_lineages,freyja_abundances,freyja_resid,freyja_coverage
V350082740,V350082740_L02_70-70,BA.1.1,21K (Omicron),PASS,4055153,4055153,8104716,25594.3,99.9064,29870,194.7,48,67,0,2,413,13,29422,29848,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,1044.348769,bad,0.5,,Omicron (Unassigned),0.79,0.06,scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 4; Oth alleles 1,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.1.529(1/6) BA.1(1/6) BA.1.1(3/6) BA.1.1.6(1/6); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_71-71,C.37,21G (Lambda),PASS,1359527,1359527,2717628,7884.66,99.9699,29871,200.5,34,57,0,6,118,5,29752,29875,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,116.840278,bad,0.0,,Lambda (C.37-like),0.84,0.05,scorpio call: Alt alleles 16; Ref alleles 1; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: C.37(2/2),,,,,
V350082740,V350082740_L02_72-72,BA.4.1,22A (Omicron),PASS,2778965,2778965,5554294,17580,99.9766,29814,199.9,68,85,0,5,421,5,29427,29853,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,827.978615,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_73-73,B.1.1,20B,PASS,2856285,2856285,5710318,15458.1,99.8997,29871,179.3,9,65,0,4,318,15,29529,29862,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,225.004444,bad,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.1(11/11),,,,,
V350082740,V350082740_L02_74-74,C.37,21G (Lambda),FAIL,3369876,3369876,6733620,17574.8,100,29871,177.5,29,49,0,1,412,7,29484,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,118.616516,bad,0.0,,Lambda (C.37-like),0.89,0.05,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: C.37(3/3),,,,,
V350082740,V350082740_L02_75-75,C.37,21G (Lambda),PASS,2822311,2822311,5641696,17818.9,99.9565,29870,196.6,29,42,0,1,405,6,29479,29890,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,162.713735,bad,0.0,,Lambda (C.37-like),0.89,0.05,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: C.37(1/1),,,,,
V350082740,V350082740_L02_76-76,B.1.1,20A,PASS,1186691,1186691,2370998,5411.5,100,29871,161.8,13,72,0,4,120,30,29753,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,929.340278,bad,0.3333333333333333,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1(2/6) B.1.1(4/6),,,,,
V350082740,V350082740_L02_77-77,B.1.1,20B,PASS,1340290,1340290,2678888,5136.2,99.9465,29871,137.3,18,46,0,5,78,7,29788,29873,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,50.562500,mediocre,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: B.1.1(6/6),,,,,
V350082740,V350082740_L02_78-78,BA.2,21L (Omicron),PASS,2180300,2180300,4357010,13748.7,99.9766,29818,199.2,62,77,0,5,362,7,29490,29859,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,574.226341,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_79-79,BA.2,21L (Omicron),PASS,2618817,2618817,5233418,16402.8,99.9532,29864,199.1,67,82,0,2,341,4,29488,29833,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,416.023059,bad,0.2,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.2(4/5) BA.2.23(1/5); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_80-80,BA.2.12.1,22C (Omicron),PASS,3573958,3573958,7142350,22579.1,99.9666,29830,197.3,65,86,0,4,376,6,29486,29868,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,747.190343,bad,0.0,,Probable Omicron (Unassigned),0.88,0.09,scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_81-81,BA.2,21L (Omicron),PASS,2180103,2180103,4358128,13843.2,99.9398,29827,196.5,61,84,0,6,368,8,29479,29855,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,939.237040,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_82-82,BA.2,recombinant,PASS,1110900,1110900,2220430,7036.77,99.8997,29852,200.9,55,73,0,8,99,8,29756,29863,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,1289,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_83-83,C.37,21G (Lambda),PASS,2647513,2647513,5291966,16453.6,99.9498,29869,196.2,31,44,0,1,341,4,29543,29888,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,100.050837,bad,0.0,,Lambda (C.37-like),0.89,0.05,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: C.37(1/1),,,,,
V350082740,V350082740_L02_84-84,BA.2.3,21L (Omicron),PASS,1880431,1880431,3759054,11928.4,99.893,29777,203.5,67,85,0,5,345,6,29486,29837,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,747.138889,bad,0.5,,Omicron (Unassigned),0.85,0.06,scorpio call: Alt alleles 28; Ref alleles 2; Amb alleles 3; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.2(1/2) BA.2.3(1/2); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_85-85,BA.4.1,22A (Omicron),PASS,4100438,4100438,8195512,25830,99.9766,29825,197.2,68,82,0,1,571,8,29274,29853,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,1471.257421,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_86-86,BA.2.12.1,22C (Omicron),PASS,459974,459974,919354,2918.25,99.9732,29643,209.0,70,88,0,7,244,6,29618,29868,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,436,bad,0.0,,Omicron (Unassigned),0.91,0.03,scorpio call: Alt alleles 30; Ref alleles 1; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.2.12.1(3/3); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_87-87,BA.2,21L (Omicron),PASS,4361011,4361011,8714660,27307.5,99.9766,29868,194.2,63,78,0,1,565,9,29266,29840,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,1396.025806,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 1; Oth alleles 1,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.04,Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_88-88,BA.2.12.1,21M (Omicron),PASS,2879423,2879423,5753462,10366.8,99.9197,29869,147.2,45,89,0,5,184,22,29632,29838,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,4548.062500,bad,0.0,,Probable Omicron (Unassigned),0.67,0.12,scorpio call: Alt alleles 22; Ref alleles 4; Amb alleles 7; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.2.12.1(2/2); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_89-89,BA.2,21L (Omicron),PASS,3834018,3834018,7661868,24108.6,99.9799,29828,198.1,61,79,0,3,432,8,29428,29868,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,914.933457,bad,0.0,,Probable Omicron (Unassigned),0.88,0.09,scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_90-90,C.37,21G (Lambda),PASS,2998316,2998316,5993024,18407.7,99.9632,29870,196.7,31,47,0,2,379,7,29503,29889,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,125.648110,bad,0.0,,Lambda (C.37-like),0.89,0.05,scorpio call: Alt alleles 17; Ref alleles 1; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: C.37(3/3),,,,,
V350082740,V350082740_L02_91-91,BA.1.1,21K (Omicron),PASS,4429025,4429025,8854666,28397.4,99.9498,29796,194.5,52,69,0,0,548,9,29291,29848,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,359.621454,bad,0.25,,Omicron (Unassigned),0.79,0.06,scorpio call: Alt alleles 26; Ref alleles 2; Amb alleles 4; Oth alleles 1,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1(1/4) BA.1.1(3/4); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_92-92,BA.2.3,21L (Omicron),PASS,1282549,1282549,2563940,8121.37,99.9933,29860,204.5,70,90,0,7,204,8,29654,29866,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,689,bad,0.0,,Probable Omicron (Unassigned),0.82,0.09,scorpio call: Alt alleles 27; Ref alleles 3; Amb alleles 3; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.2.3(2/2); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_93-93,BA.4.1,22A (Omicron),PASS,1452314,1452314,2902088,9067.66,99.9398,29854,204.0,68,84,0,7,225,7,29603,29835,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,851.777778,bad,0.0,,Probable Omicron (Unassigned),0.85,0.09,scorpio call: Alt alleles 28; Ref alleles 3; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_94-94,BA.2,21L (Omicron),PASS,643371,643371,1285688,4045.81,99.8696,29801,210.6,65,79,0,8,73,8,29756,29837,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,731.361111,bad,0.0,,Omicron (Unassigned),0.88,0.06,scorpio call: Alt alleles 29; Ref alleles 2; Amb alleles 2; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: BA.2(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_95-95,BA.1.1,21K (Omicron),PASS,2841334,2841334,5679270,17980.2,99.9264,29741,200.9,61,74,0,4,500,5,29347,29852,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,317.388975,bad,0.0,,Omicron (BA.1-like),0.8,0.05,scorpio call: Alt alleles 47; Ref alleles 3; Amb alleles 7; Oth alleles 2,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.1.1(1/1),,,,,
V350082740,V350082740_L02_96-96,BA.4.1,22A (Omicron),PASS,3963843,3963843,7923018,25126.4,99.883,29820,193.0,65,78,0,2,404,8,29413,29825,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,1533.592812,bad,0.0,,Probable Omicron (Unassigned),0.88,0.09,scorpio call: Alt alleles 29; Ref alleles 3; Amb alleles 1; Oth alleles 0,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: BA.4.1(1/1); scorpio found insufficient support to assign a specific lineage,,,,,
V350082740,V350082740_L02_97-97,Unassigned,20C,PASS,22097451,22097451,44135326,19.9255,93.3418,419,50.2,1,127,12,84,29342,0,433,29775,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,11569.791001,bad,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.99,,,,,,
V350082740,V350082740_L02_98-98,Unassigned,,PASS,17068237,17068237,34083400,14.7189,89.2018,329,46.2,1,135,34,88,29369,0,349,29718,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,,,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.99,,,,,,
V350082740,V350082740_L02_99-99,Unassigned,,PASS,17669149,17669149,35302654,10.6187,81.7811,220,44.3,1,150,59,91,29683,0,220,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,,,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,failed to map,,,,,,
V350082740,V350082740_L03_01-01,N.4,20B,PASS,1114425,1114425,2222044,6947.82,100,29871,206.2,16,23,0,9,144,2,29757,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,4,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: N.4(2/2),,,,,
V350082740,V350082740_L03_02-02,N.6,20B,PASS,1627322,1627322,3245320,10315.5,100,29872,199.6,15,22,0,8,220,4,29679,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,16,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: N.6(1/1),,,,,
V350082740,V350082740_L03_03-03,Unassigned,20A,PASS,1376786,1376786,2739432,799.803,99.5084,13849,38.3,18,161,1,23,15939,5,13959,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,3404.983827,bad,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.54,,,,,,
V350082740,V350082740_L03_04-04,N.6,20B,PASS,6053280,6053280,12070664,38111.1,100,29872,193.9,14,27,0,1,976,3,28924,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,15.268532,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.05,Usher placements: N.6(2/2),,,,,
V350082740,V350082740_L03_05-05,N.6,20B,PASS,3213798,3213798,6408536,20377.3,100,29871,195.6,11,21,0,1,294,3,29606,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,9,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: N.6(1/1),,,,,
V350082740,V350082740_L03_06-06,N.6,20B,PASS,2783132,2783132,5551328,17666.6,100,29871,196.8,18,27,0,2,426,2,29485,29913,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,60.467778,mediocre,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: N.6(1/1),,,,,
V350082740,V350082740_L03_07-07,N.4,20B,PASS,3119790,3119790,6221214,19611.3,100,29871,199.3,13,25,0,1,347,3,29553,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,9.030302,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: N.4(2/2),,,,,
V350082740,V350082740_L03_08-08,N.4,20B,PASS,983464,983464,1960492,6117.29,100,29871,210.9,18,31,0,9,143,4,29756,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,22.250000,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: N.4(1/1),,,,,
V350082740,V350082740_L03_09-09,N.4,20B,PASS,1258589,1258589,2509092,7857.79,100,29871,213.1,18,25,0,9,201,2,29700,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,5.562500,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: N.4(2/2),,,,,
V350082740,V350082740_L03_10-10,B.1.1,20B,PASS,2512762,2512762,5011152,15873.5,100,29715,203.9,11,25,0,3,527,1,29375,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,1.706845,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.1(2/2),,,,,
V350082740,V350082740_L03_100-100,Unassigned,,PASS,19034709,19034709,37923314,19.5461,92.5827,393,44.5,1,174,9,74,29483,0,420,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,,,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.99,,,,,,
V350082740,V350082740_L03_101-101,Unassigned,,PASS,16694902,16694902,33280042,16.6978,88.0915,352,43.6,1,150,11,76,29543,0,360,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,,,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.99,,,,,,
V350082740,V350082740_L03_102-102,Unassigned,,PASS,13928367,13928367,27787178,12.0989,82.8111,191,46.4,0,151,14,80,29711,1,191,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,,,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,failed to map,,,,,,
V350082740,V350082740_L03_103-103,Unassigned,20C,PASS,20054821,20054821,39957998,22.0255,91.4223,588,42.1,1,132,7,72,29299,1,603,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,11536.555569,bad,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.98,,,,,,
V350082740,V350082740_L03_104-104,Unassigned,20C,PASS,17481766,17481766,34834568,21.1318,92.7766,486,42.8,1,148,10,73,29416,0,487,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,11628.826557,bad,,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,fail,Ambiguous_content:0.99,,,,,,
V350082740,V350082740_L03_11-11,C.26,20B,PASS,3897441,3897441,7772334,24732.1,100,29871,198.1,14,25,0,2,423,4,29476,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,16.381142,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: C.26(2/2),,,,,
V350082740,V350082740_L03_12-12,B.1.1,20B,PASS,2551069,2551069,5086178,16043.3,100,29715,201.4,13,24,0,7,520,2,29381,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,4.837534,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: B.1.1(1/1),,,,,
V350082740,V350082740_L03_13-13,N.4,20B,PASS,3676252,3676252,7329988,23071.8,100,29871,203.1,15,24,0,3,521,3,29378,29902,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,9.669973,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: N.4(1/1),,,,,
V350082740,V350082740_L03_14-14,N.4,20B,PASS,733194,733194,1462102,4598.49,100,29871,203.4,20,31,0,7,68,2,29833,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,8.340278,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: N.4(1/1),,,,,
V350082740,V350082740_L03_15-15,C.11,20D,PASS,3050965,3050965,6084664,19265.7,100,29871,198.0,19,31,0,2,420,3,29480,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,13.537809,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: C.11(1/1),,,,,
V350082740,V350082740_L03_16-16,C.26,20B,PASS,1837669,1837669,3663862,11595.9,100,29871,203.5,17,24,0,4,270,3,29630,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,15.250000,good,0.3333333333333333,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: C.26(2/3) C.33(1/3),,,,,
V350082740,V350082740_L03_17-17,N.4,20B,PASS,3533053,3533053,7046150,21071,100,29872,190.3,16,29,0,1,411,4,29488,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,16.342623,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.03,Usher placements: N.4(2/2),,,,,
V350082740,V350082740_L03_18-18,C.26,20D,PASS,846662,846662,1688128,5345.7,100,29859,193.7,17,26,0,6,101,3,29799,29903,fastp 0.23.2,bwa : Version: 0.7.17-r1188,ivar : iVar version 1.3.1,iVar version 1.3.1,NC_045512,-,10.562500,good,0.0,,,,,,PUSHER-v1.14,4.1.2,0.3.17,v0.1.10,False,pass,Ambiguous_content:0.02,Usher placements: C.26(1/1),,,,,
